FID,id,rute_nr,rutenavn,status,kategori,under_kategori,kommune,ogc_fid,wkb_geometry
cykeldata_kk.fid-2b80431e_19460c4a556_6bb5,1411,,,Eksisterende,Cykelsti,,København,628,"MULTILINESTRING ((12.629793961179473 55.66448197558942, 12.630980044139953 55.6631127544297))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bb6,974,,,Eksisterende,Cykelmulighed,,København,74,"MULTILINESTRING ((12.52369058954859 55.72613278223136, 12.523590823232595 55.7263134235785, 12.523612197230648 55.72648998855962, 12.523630697584636 55.726532058161425, 12.523631418095514 55.72690869372028, 12.523597381439409 55.72750087261626))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bb7,474,,,Eksisterende,Cykelmulighed,,København,75,"MULTILINESTRING ((12.582691776163097 55.679314893802754, 12.582562359556006 55.67929057458246, 12.582554804574205 55.679289156209364, 12.582084996013116 55.67919133858672, 12.582082276510226 55.67919077655561, 12.582043487895344 55.67917812236447, 12.582029715639436 55.679173625941665, 12.582024628031903 55.67917196535339))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bb8,469,,,Eksisterende,Cykelmulighed,,København,76,"MULTILINESTRING ((12.530530877693431 55.663878671965925, 12.530526427120396 55.66387871021588, 12.530114232061335 55.6638980483741, 12.530112170868975 55.66389814757848))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bb9,616,,,Eksisterende,Cykelmulighed,Grøn,København,77,"MULTILINESTRING ((12.585274125634834 55.65946662839187, 12.58534555636767 55.65951424745009, 12.58546970213227 55.65961384350628, 12.58555634033351 55.65972081697725, 12.585621138033474 55.65981880509154, 12.585667825129223 55.65993186019308, 12.585742897572285 55.66015322495168))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bba,473,,,Eksisterende,Cykelmulighed,Grøn,København,78,"MULTILINESTRING ((12.551182569889297 55.63582128477038, 12.547763618247338 55.63773411039284))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bbb,471,,,Eksisterende,Cykelmulighed,,København,79,"MULTILINESTRING ((12.556971620618544 55.69208605425031, 12.556691665353028 55.69219649507914, 12.556554632401152 55.69232767196212, 12.556269535487235 55.69260136453182, 12.556032530937115 55.69282837048639, 12.555786124052476 55.69306340625422, 12.555712428441057 55.693134307335725, 12.555707355304602 55.693139187291926))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bbc,467,,,Eksisterende,Cykelmulighed,Grøn,København,80,"MULTILINESTRING ((12.595145663843176 55.69017829749572, 12.595298042007354 55.689857011583186, 12.595482670217871 55.68948634376426, 12.595494665892483 55.6894055407738, 12.59518780332816 55.6889642351355, 12.595006927684034 55.68870410891603, 12.595010470980265 55.68864969635062, 12.595024382237584 55.68860259211331, 12.595129282588708 55.688426952211884, 12.595320441274737 55.687915456047996))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bbd,468,,,Eksisterende,Cykelmulighed,,København,81,"MULTILINESTRING ((12.530112170868975 55.66389814757848, 12.530028581926626 55.663900446444345, 12.529663801018986 55.66391661111149, 12.5288618679459 55.6639323916804, 12.528242974939737 55.66393254543133, 12.5281773875218 55.66393235163266, 12.52816705235501 55.663932317827026))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bbe,910,,,Eksisterende,Cykelmulighed,Grøn,København,82,"MULTILINESTRING ((12.640385447271951 55.65083827306768, 12.64027775227764 55.65083447988066, 12.639893529366889 55.65081547583883, 12.639800630552674 55.65082436426958, 12.639769085274548 55.650829961921275, 12.639701315209752 55.65084510283521, 12.639587774343967 55.65088794960188, 12.639464676240879 55.65093063044901, 12.639416462669299 55.650944021522434, 12.639372031649453 55.650950196538204, 12.63887540995429 55.65094354072776, 12.637639042556723 55.6508979639079, 12.637270103462251 55.650884274900925, 12.637009820903433 55.65087617277532, 12.63702654003012 55.650718765467204, 12.637022058276642 55.65069789105439, 12.637006986421515 55.65067771253285, 12.636651053753278 55.65033461685691, 12.636240495715942 55.649946022564066, 12.635778739241545 55.649505982663015, 12.635319996945311 55.64906917881732, 12.634928564711098 55.648697907361864, 12.634910556919364 55.64868720138223, 12.634834548544037 55.6486580733697, 12.63472410446358 55.6486262798098, 12.63468702349676 55.64861223887616, 12.634642759612182 55.64858247307792, 12.634603102645748 55.64854408414924, 12.63458474653672 55.64850218608108, 12.634054406771309 55.648462521223195))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bbf,909,,,Eksisterende,Cykelmulighed,Grøn,København,83,"MULTILINESTRING ((12.621274746994223 55.65660176129774, 12.620871592674261 55.656521233391906, 12.620484388687021 55.65644301031497, 12.619855215192935 55.65631704000907, 12.619774420170115 55.656301953032845, 12.619667835619515 55.65646953572686, 12.619480450603412 55.65675941258872, 12.619393494093512 55.656888957668976, 12.619289166606602 55.65706639253705, 12.618534824150814 55.65691691656456, 12.617503772572078 55.65670402649467, 12.617082996777766 55.65660827031986, 12.61712901588409 55.65652616448334, 12.617034313354791 55.65650818757577, 12.616894930683456 55.65648172774047, 12.616853206222112 55.65647252821851, 12.616751739713987 55.6564514345693))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc0,3544,,,Eksisterende,Cykelmulighed,Grøn,København,84,"MULTILINESTRING ((12.510775728863171 55.71564533909167, 12.511296893615553 55.71703332323995))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc1,3545,,,Eksisterende,Cykelmulighed,Grøn,København,85,"MULTILINESTRING ((12.508480444387322 55.71478392034891, 12.508660271743759 55.71478629663954, 12.509112788264936 55.714795352397715, 12.509621135131235 55.71480131293636, 12.51059129460958 55.71515411201084, 12.510775002052174 55.71564340181379, 12.510775728863171 55.71564533909167))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc2,901,,,Eksisterende,Cykelmulighed,Grøn,København,86,"MULTILINESTRING ((12.599816234174838 55.65053585368695, 12.603731432780911 55.650422642366685))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc3,914,,,Eksisterende,Cykelmulighed,Grøn,København,87,"MULTILINESTRING ((12.56402774758347 55.642118960223364, 12.564140737554787 55.64233376661456, 12.564395077387232 55.64230537277103))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc4,466,,,Eksisterende,Cykelmulighed,Grøn,København,88,"MULTILINESTRING ((12.594208597970946 55.69398394310223, 12.594253511607343 55.694016423197816, 12.594558701998603 55.69423714768753, 12.594591157916895 55.69426513568919, 12.594626617333137 55.69427878108886, 12.59467714684587 55.69428604264914, 12.59474285866524 55.694288895293845, 12.594771721914372 55.694289495355, 12.594798291362311 55.69429004712871))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc5,3546,,,Eksisterende,Cykelmulighed,Grøn,København,89,"MULTILINESTRING ((12.508287085617445 55.71477712549343, 12.508384055193783 55.71478264269705, 12.508480444387322 55.71478392034891))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc6,884,,,Eksisterende,Cykelmulighed,,København,90,"MULTILINESTRING ((12.548820481882954 55.64213813974488, 12.54863174240841 55.64196475047479, 12.548579360912077 55.6419043551212, 12.548547673931308 55.64185662742485, 12.54853023351535 55.64181512066191, 12.54851809654708 55.64174582104748, 12.5485218317222 55.64168794205225, 12.548527259491568 55.64165268771291, 12.548540514571368 55.64160476433858, 12.54856351786377 55.641556558711855, 12.548598119167696 55.64150691169477, 12.54863351887603 55.641466086123955, 12.549163589127724 55.64097312977185, 12.549528599247088 55.640660845389824, 12.54968789174035 55.64052456084491, 12.549261794049094 55.640299620422645))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc7,548,,,Eksisterende,Cykelmulighed,,København,91,"MULTILINESTRING ((12.549773187547537 55.661103621535474, 12.548855322760636 55.660971069906786))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc8,465,,,Eksisterende,Cykelmulighed,,København,92,"MULTILINESTRING ((12.557512384489828 55.69186880979998, 12.557403172024632 55.69191355740167, 12.557312686436868 55.69194980273579, 12.557243122364115 55.691978953498854, 12.556975527570845 55.69208451090133, 12.556971620618544 55.69208605425031))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bc9,853,,,Eksisterende,Cykelmulighed,Grøn,København,93,"MULTILINESTRING ((12.49721840392084 55.71231093332971, 12.49730730756684 55.71233578566818, 12.497428442811014 55.712356865663864, 12.497516304785744 55.7123669489465, 12.49778408261182 55.712362205125714, 12.498068568321441 55.71235775572374, 12.498301906894694 55.71235858748212, 12.498711318103457 55.712376443332005, 12.498925385739083 55.71239596116378, 12.49910727453202 55.71242416301789, 12.49955884477971 55.712510948612056, 12.49976236236738 55.71255338451552, 12.499865295931384 55.712578101404624, 12.500179810072078 55.71266844987006, 12.500835471949292 55.71290999681943, 12.501094516222151 55.713023817737074, 12.501291613650132 55.71313257658809, 12.501457211826281 55.71323961988528, 12.501608912268908 55.71335402237135, 12.501685921418197 55.7134193730787, 12.50188454708815 55.71361592505606, 12.502234588566475 55.714030494872794, 12.502254453075345 55.71409634710138, 12.502303966449757 55.71431837256086, 12.50229361471156 55.71443840809413, 12.5022473164321 55.71454685368598))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bca,873,,,Eksisterende,Cykelmulighed,Grøn,København,94,"MULTILINESTRING ((12.545833850308528 55.69149543550225, 12.546445017631902 55.69125548526326))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bcb,3553,,,Eksisterende,Cykelmulighed,Grøn,København,95,"MULTILINESTRING ((12.504705967931246 55.7126826176235, 12.504587945726968 55.71279348893442, 12.503580014677533 55.71372095860178, 12.502828512022976 55.714410277374256, 12.50261686230804 55.71460814832294, 12.502290434005213 55.71491335406068, 12.50087603407288 55.71612202664394, 12.500268089946202 55.71660319430155, 12.497451131326507 55.718491409912744, 12.497446274939586 55.7184946121559, 12.495389532154876 55.71985148613829, 12.493929594914597 55.72089484958832, 12.49266617229413 55.72172102746322, 12.49215287603502 55.72205966902377, 12.49160398817519 55.72235756410948, 12.490342112502088 55.723129165459795, 12.489412208271844 55.72365321491728, 12.487970668365747 55.724373799516734, 12.487747264419793 55.724484036218385, 12.48759257324339 55.72455621313302))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bcc,3548,,,Eksisterende,Cykelmulighed,Grøn,København,96,"MULTILINESTRING ((12.493202254016147 55.71663764965984, 12.492673459614178 55.71641481551931, 12.49191143697313 55.71611782503953, 12.491090910221539 55.71578883124888, 12.490922327736799 55.71572630117076, 12.490617088203543 55.7156025762641, 12.490427502071853 55.71551858858572, 12.490339280571606 55.71546724514358, 12.490262345123726 55.71542099684003, 12.490170209808253 55.71533918806799, 12.490105405145849 55.71525561813845, 12.490046020737203 55.71517602661249, 12.489984110527203 55.71508530311781))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bcd,3549,,,Eksisterende,Cykelmulighed,Grøn,København,97,"MULTILINESTRING ((12.489984110527203 55.71508530311781, 12.48993655658443 55.71497110918238, 12.489809124910902 55.71469947578724, 12.489771393631758 55.71459126553308, 12.48973959568397 55.714519007776616, 12.489673202810744 55.71444737308389, 12.489597294822895 55.714396068146655, 12.489380488918721 55.7142521589577, 12.489267705468365 55.71418343496019))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bce,3550,,,Eksisterende,Cykelmulighed,Grøn,København,98,"MULTILINESTRING ((12.487906678263542 55.715390154773445, 12.488435797738507 55.715260655541364, 12.488866776009491 55.715145166000966, 12.489153294333105 55.715069713062, 12.489316663653938 55.71504613082147, 12.48948267940148 55.71504260420048, 12.489689362155966 55.71505220020032, 12.489829351585668 55.715061683684326, 12.489984110527203 55.71508530311781))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bcf,3551,,,Eksisterende,Cykelmulighed,Grøn,København,99,"MULTILINESTRING ((12.487345535764076 55.71468278035653, 12.48832680880515 55.71444012202874, 12.488917562270068 55.71428866996239, 12.489267705468365 55.71418343496019))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd0,3556,,,Eksisterende,Cykelmulighed,Grøn,København,100,"MULTILINESTRING ((12.478380275597742 55.7201912225072, 12.478363745803039 55.720501617477154, 12.47836337851099 55.72050926874856, 12.478372981096184 55.720535728003476))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd1,859,,,Eksisterende,Cykelmulighed,Grøn,København,101,"MULTILINESTRING ((12.575410448078388 55.64423880595424, 12.57516122362763 55.64427099051487, 12.57495597888176 55.64434039388686, 12.574787032713909 55.64443542882432, 12.574619931192489 55.64456328622816, 12.574422803303088 55.644777108581636, 12.574232852662183 55.64491194743124, 12.573891630302649 55.64504293421438, 12.573289327285808 55.64528375106646))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd2,3552,,,Eksisterende,Cykelmulighed,Grøn,København,102,"MULTILINESTRING ((12.506925103622809 55.71069045685771, 12.506309838316922 55.71122025180429, 12.506306083198247 55.71122348019255, 12.506301307069162 55.71122783161624, 12.504706326124998 55.71268271004786))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd3,464,,,Eksisterende,Cykelmulighed,,København,103,"MULTILINESTRING ((12.558626276902821 55.69139803434375, 12.557620601116902 55.69182446625242, 12.557519725528044 55.691865803383955, 12.557512384489828 55.69186880979998))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd4,872,,,Eksisterende,Cykelmulighed,Grøn,København,104,"MULTILINESTRING ((12.551620723827634 55.69229018956482, 12.551581299100304 55.6922677656022, 12.550870823158698 55.69186761942915))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd5,871,,,Eksisterende,Cykelmulighed,Grøn,København,105,"MULTILINESTRING ((12.545664236920258 55.69156202631954, 12.545833850308528 55.69149543550225))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd6,869,,,Eksisterende,Cykelmulighed,,København,106,"MULTILINESTRING ((12.549946169269079 55.68782392177711, 12.549821198340322 55.68787014678244, 12.549443910479827 55.68797917649316))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd7,858,,,Eksisterende,Cykelmulighed,Grøn,København,107,"MULTILINESTRING ((12.577429433590407 55.643901611690886, 12.576968461078039 55.6439690516455, 12.576255446440669 55.64410016652382, 12.575634179643528 55.64420991304136, 12.575410448078388 55.64423880595424))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd8,870,,,Eksisterende,Cykelmulighed,,København,108,"MULTILINESTRING ((12.549443910479827 55.68797917649316, 12.549367785256834 55.68800117516253, 12.549264286541792 55.68803937105407, 12.549262556547411 55.68804001283272))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bd9,857,,,Eksisterende,Cykelmulighed,Grøn,København,109,"MULTILINESTRING ((12.57595987291206 55.641514086553606, 12.575942204429953 55.64195851318267))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bda,860,,,Eksisterende,Cykelmulighed,Grøn,København,110,"MULTILINESTRING ((12.54759992245007 55.6895490798372, 12.547517615347678 55.689578795450466))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bdb,786,,,Eksisterende,Cykelmulighed,Grøn,København,111,"MULTILINESTRING ((12.536264208014337 55.72479433271037, 12.536665979033057 55.726104498702306, 12.53676638123036 55.72644063199785, 12.536750551426506 55.72651956705612, 12.536693750774754 55.72659124804585, 12.536557348117064 55.72664746514302, 12.53586395205291 55.72690204256118, 12.535607717279492 55.72697436029075, 12.535131185624959 55.726945282530295, 12.535004071338994 55.72693125055129))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bdc,5329,,,Eksisterende,Cykelmulighed,Grøn,København,112,"MULTILINESTRING ((12.47847771062483 55.71894187777017, 12.478469091589353 55.71897843708509, 12.478465049973906 55.7190207723749, 12.47844233547953 55.7192587018086, 12.478430502044775 55.71938485388493, 12.478429022273367 55.719400629161434))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bdd,879,,,Eksisterende,Cykelmulighed,Grøn,København,113,"MULTILINESTRING ((12.529643569761845 55.62044623171259, 12.528110149113731 55.62081830333415, 12.527979022904962 55.62095611141751, 12.527944843372634 55.621174875644336, 12.525737542729606 55.62255638538421, 12.525419402703132 55.622784300703636, 12.52511047119833 55.62298372519614))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bde,866,,,Eksisterende,Cykelmulighed,,København,114,"MULTILINESTRING ((12.547248019814292 55.68878444629315, 12.546276295203747 55.68914476229038))"
cykeldata_kk.fid-2b80431e_19460c4a556_6bdf,862,,,Eksisterende,Cykelmulighed,Grøn,København,115,"MULTILINESTRING ((12.54779823205934 55.68878678237726, 12.547831491980752 55.68863745730586, 12.547797798689635 55.68860950477657, 12.547782458681645 55.68858627003616))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be0,3519,,,Eksisterende,Cykelmulighed,,København,116,"MULTILINESTRING ((12.561758937636139 55.651854990831715, 12.561842629552642 55.6519604603631, 12.562101092923218 55.65227413568942, 12.562135162773531 55.6523217909026, 12.562224722036825 55.652430566325755, 12.562232410277195 55.65243990433001, 12.562285003411729 55.65251813272863, 12.562351566950674 55.6526170861474, 12.562567488230162 55.6529210268073, 12.562615483801922 55.653002895880306))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be1,3574,,,Eksisterende,Cykelmulighed,Grøn,København,117,"MULTILINESTRING ((12.56630745589673 55.72095729208731, 12.565261841363567 55.71997282315454, 12.565234870931683 55.71994868328701))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be2,861,,,Eksisterende,Cykelmulighed,Grøn,København,118,"MULTILINESTRING ((12.547599922450084 55.689549079837185, 12.547612373471786 55.68949415313264, 12.547705609702563 55.68923414812391, 12.54781553764695 55.68892819737695, 12.54786205160519 55.688762097227986, 12.54779823205934 55.68878678237726))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be3,5328,,,Eksisterende,Cykelmulighed,Grøn,København,119,"MULTILINESTRING ((12.478429022273367 55.719400629161434, 12.478428041130169 55.71941108874803, 12.478420658610638 55.719524003346216))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be4,878,,,Eksisterende,Cykelmulighed,Grøn,København,120,"MULTILINESTRING ((12.523396610762726 55.615526206382675, 12.521141533864228 55.61469008348044, 12.520249440209573 55.6144238670607, 12.519127961384356 55.61420870139945, 12.51773688304235 55.6140080370885, 12.516579652483463 55.613901296917334, 12.51519191321962 55.613632681914545, 12.51425301233343 55.61353379287364, 12.513282900180634 55.613531825459674))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be5,851,,,Eksisterende,Cykelmulighed,,København,121,"MULTILINESTRING ((12.57739504726684 55.66805829444014, 12.577266543367232 55.66796105466523))"
cykeldata_kk.fid-2b80431e_19460c4a556_6be6,3572,,,Eksisterende,Cykelmulighed,Grøn,København,122,"MULTILINESTRING ((12.560070296185451 55.71317068300962, 12.55984626767701 55.71348425493147, 12.559651917666308 55.71391085681024, 12.559531222524981 55.71422767017841, 12.559425513278972 55.71448610348569, 12.55937397800677 55.714611157596956, 12.559337446879303 55.714682314726375, 12.55932760043147 55.71472538466638))"
